Temperature (K),Rate Coefficient (m^3/(mol*s)),Library,Reaction
2900,67457000.25094132,Klippenstein_Glarborg2016,H + HO2 <=> OH + OH
3000,67572201.5465717,Klippenstein_Glarborg2016,H + HO2 <=> OH + OH
300,28952888.89495103,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
400,37786681.18109204,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
500,44332973.03240695,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
600,49315744.6174737,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
700,53214201.62435327,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
800,56338984.89688763,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
900,58895686.986938134,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
1000,61024337.232961275,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
1100,62823060.664983734,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
1200,64362431.18363221,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
1300,65694400.18054214,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
1400,66858005.77676301,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
1500,67883122.3033796,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
1600,68792984.6084509,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
1700,69605926.50190678,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
1800,70336602.89566737,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
1900,70996865.16578119,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
2000,71596398.84497507,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
2100,72143195.38726449,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
2200,72643906.11647087,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
2300,73104111.21497609,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
2400,73528526.56911539,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
2500,73921164.56168,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
2600,74285460.32142186,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
2700,74624371.77199477,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
2800,74940459.60126008,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
2900,75235951.6931893,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
3000,75512795.42888005,NIST_Fluorine/CH2F2/seed,H + HO2 <=> OH + OH
300,43158775.3299024,primaryH2O2,H + HO2 <=> OH + OH
400,48842154.446142174,primaryH2O2,H + HO2 <=> OH + OH
500,52605388.53016729,primaryH2O2,H + HO2 <=> OH + OH
600,55273951.42021052,primaryH2O2,H + HO2 <=> OH + OH
700,57262553.75529608,primaryH2O2,H + HO2 <=> OH + OH
800,58800817.28379636,primaryH2O2,H + HO2 <=> OH + OH
900,60025757.002447516,primaryH2O2,H + HO2 <=> OH + OH
1000,61024056.35526487,primaryH2O2,H + HO2 <=> OH + OH
1100,61853183.61204859,primaryH2O2,H + HO2 <=> OH + OH
1200,62552721.93147715,primaryH2O2,H + HO2 <=> OH + OH
1300,63150814.825403914,primaryH2O2,H + HO2 <=> OH + OH
1400,63668015.36358276,primaryH2O2,H + HO2 <=> OH + OH
1500,64119680.90513736,primaryH2O2,H + HO2 <=> OH + OH
1600,64517515.881502636,primaryH2O2,H + HO2 <=> OH + OH
1700,64870596.12288984,primaryH2O2,H + HO2 <=> OH + OH
1800,65186067.05580005,primaryH2O2,H + HO2 <=> OH + OH
1900,65469630.72466781,primaryH2O2,H + HO2 <=> OH + OH
2000,65725892.53398695,primaryH2O2,H + HO2 <=> OH + OH
2100,65958612.66609423,primaryH2O2,H + HO2 <=> OH + OH
2200,66170891.394153975,primaryH2O2,H + HO2 <=> OH + OH
2300,66365307.70789872,primaryH2O2,H + HO2 <=> OH + OH
2400,66544024.4163912,primaryH2O2,H + HO2 <=> OH + OH
2500,66708868.815769106,primaryH2O2,H + HO2 <=> OH + OH
2600,66861395.30020551,primaryH2O2,H + HO2 <=> OH + OH
2700,67002934.4605748,primaryH2O2,H + HO2 <=> OH + OH
2800,67134631.95391798,primaryH2O2,H + HO2 <=> OH + OH
2900,67257479.54597375,primaryH2O2,H + HO2 <=> OH + OH
3000,67372340.10537763,primaryH2O2,H + HO2 <=> OH + OH
300,42942335.37637958,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
400,50784837.375197336,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
500,56162070.46547958,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
600,60059605.15700953,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
700,63008088.31921766,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
800,65314059.27912134,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
900,67165782.25473101,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
1000,68684888.57893187,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
1100,69953314.51516178,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
1200,71028211.53027014,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
1300,71950630.33411075,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
1400,72750803.56129605,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
1500,73451481.65147182,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
1600,74070108.5421521,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
1700,74620281.20882009,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
1800,75112753.30726072,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
1900,75556140.59429199,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
2000,75957426.50083847,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
2100,76322330.85949971,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
2200,76655583.09264623,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
2300,76961127.52065125,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
2400,77242279.66950932,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
2500,77501846.69010317,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
2600,77742221.14183067,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
2700,77965454.76557495,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
2800,78173317.05351174,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
2900,78367342.14777504,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
3000,78548866.69280235,Nitrogen_Glarborg_Gimenez_et_al,H + HO2 <=> OH + OH
300,22820072.900102373,2-BTP/seed,H + HO2 <=> OH + OH
400,25825142.547239747,2-BTP/seed,H + HO2 <=> OH + OH
500,27814941.272554904,2-BTP/seed,H + HO2 <=> OH + OH
600,29225935.890075993,2-BTP/seed,H + HO2 <=> OH + OH
700,30277403.40529358,2-BTP/seed,H + HO2 <=> OH + OH
800,31090755.62837262,2-BTP/seed,H + HO2 <=> OH + OH
900,31738438.82754076,2-BTP/seed,H + HO2 <=> OH + OH
1000,32266286.613611586,2-BTP/seed,H + HO2 <=> OH + OH
1100,32704685.161731582,2-BTP/seed,H + HO2 <=> OH + OH
1200,33074563.948229834,2-BTP/seed,H + HO2 <=> OH + OH
1300,33390803.770516574,2-BTP/seed,H + HO2 <=> OH + OH
1400,33664272.00252723,2-BTP/seed,H + HO2 <=> OH + OH
1500,33903088.80179815,2-BTP/seed,H + HO2 <=> OH + OH
1600,34113442.851315774,2-BTP/seed,H + HO2 <=> OH + OH
1700,34300132.96906013,2-BTP/seed,H + HO2 <=> OH + OH
1800,34466937.27784427,2-BTP/seed,H + HO2 <=> OH + OH
1900,34616870.71654635,2-BTP/seed,H + HO2 <=> OH + OH
2000,34752368.378967814,2-BTP/seed,H + HO2 <=> OH + OH
2100,34875418.45023177,2-BTP/seed,H + HO2 <=> OH + OH
2200,34987660.19046734,2-BTP/seed,H + HO2 <=> OH + OH
2300,35090457.23275391,2-BTP/seed,H + HO2 <=> OH + OH
2400,35184953.15589099,2-BTP/seed,H + HO2 <=> OH + OH
2500,35272114.13722613,2-BTP/seed,H + HO2 <=> OH + OH
2600,35352762.05801232,2-BTP/seed,H + HO2 <=> OH + OH
2700,35427600.46418018,2-BTP/seed,H + HO2 <=> OH + OH
2800,35497235.11845105,2-BTP/seed,H + HO2 <=> OH + OH
2900,35562190.41398216,2-BTP/seed,H + HO2 <=> OH + OH
3000,35622922.58997435,2-BTP/seed,H + HO2 <=> OH + OH
300,38961642.60063668,combustion_core/version2,H + HO2 <=> OH + OH
400,56227609.47433165,combustion_core/version2,H + HO2 <=> OH + OH
500,70070793.6903642,combustion_core/version2,H + HO2 <=> OH + OH
600,81145040.5108507,combustion_core/version2,H + HO2 <=> OH + OH
700,90111412.84888539,combustion_core/version2,H + HO2 <=> OH + OH
800,97480592.94629906,combustion_core/version2,H + HO2 <=> OH + OH
900,103626355.02913968,combustion_core/version2,H + HO2 <=> OH + OH
1000,108820789.06932972,combustion_core/version2,H + HO2 <=> OH + OH
1100,113263871.18094194,combustion_core/version2,H + HO2 <=> OH + OH
1200,117104704.6293776,combustion_core/version2,H + HO2 <=> OH + OH
1300,120456194.89092116,combustion_core/version2,H + HO2 <=> OH + OH
1400,123405140.78214745,combustion_core/version2,H + HO2 <=> OH + OH
1500,126019228.1605024,combustion_core/version2,H + HO2 <=> OH + OH
1600,128351938.85533848,combustion_core/version2,H + HO2 <=> OH + OH
1700,130446046.11501276,combustion_core/version2,H + HO2 <=> OH + OH
1800,132336140.1882517,combustion_core/version2,H + HO2 <=> OH + OH
1900,134050479.24435519,combustion_core/version2,H + HO2 <=> OH + OH
2000,135612364.30619714,combustion_core/version2,H + HO2 <=> OH + OH
2100,137041173.66492558,combustion_core/version2,H + HO2 <=> OH + OH
2200,138353150.4143624,combustion_core/version2,H + HO2 <=> OH + OH
2300,139562008.71010914,combustion_core/version2,H + HO2 <=> OH + OH
2400,140679405.32417962,combustion_core/version2,H + HO2 <=> OH + OH
2500,141715309.9712929,combustion_core/version2,H + HO2 <=> OH + OH
2600,142678298.7583104,combustion_core/version2,H + HO2 <=> OH + OH
2700,143575788.6711946,combustion_core/version2,H + HO2 <=> OH + OH
2800,144414226.41894713,combustion_core/version2,H + HO2 <=> OH + OH
2900,145199241.63714272,combustion_core/version2,H + HO2 <=> OH + OH
3000,145935772.0338811,combustion_core/version2,H + HO2 <=> OH + OH
300,45634049.06686248,JetSurF1.0,H + HO2 <=> OH + OH
400,51643385.51057694,JetSurF1.0,H + HO2 <=> OH + OH
500,55622451.355883904,JetSurF1.0,H + HO2 <=> OH + OH
600,58444063.622019455,JetSurF1.0,H + HO2 <=> OH + OH
700,60546717.73674123,JetSurF1.0,H + HO2 <=> OH + OH
800,62173204.88334733,JetSurF1.0,H + HO2 <=> OH + OH
900,63468398.24315859,JetSurF1.0,H + HO2 <=> OH + OH
1000,64523952.79264834,JetSurF1.0,H + HO2 <=> OH + OH
1100,65400632.76397566,JetSurF1.0,H + HO2 <=> OH + OH
1200,66140291.518167324,JetSurF1.0,H + HO2 <=> OH + OH
1300,66772686.674409986,JetSurF1.0,H + HO2 <=> OH + OH
1400,67319550.07718843,JetSurF1.0,H + HO2 <=> OH + OH
1500,67797119.87215047,JetSurF1.0,H + HO2 <=> OH + OH
1600,68217771.77186711,JetSurF1.0,H + HO2 <=> OH + OH
1700,68591102.13022043,JetSurF1.0,H + HO2 <=> OH + OH
1800,68924666.18345293,JetSurF1.0,H + HO2 <=> OH + OH
1900,69224493.00383367,JetSurF1.0,H + HO2 <=> OH + OH
2000,69495452.12839276,JetSurF1.0,H + HO2 <=> OH + OH
2100,69741519.39620219,JetSurF1.0,H + HO2 <=> OH + OH
2200,69965972.88956667,JetSurF1.0,H + HO2 <=> OH + OH
2300,70171539.51032941,JetSurF1.0,H + HO2 <=> OH + OH
2400,70360506.11056478,JetSurF1.0,H + HO2 <=> OH + OH
2500,70534804.78683878,JetSurF1.0,H + HO2 <=> OH + OH
2600,70696079.08207914,JetSurF1.0,H + HO2 <=> OH + OH
2700,70845735.90018398,JetSurF1.0,H + HO2 <=> OH + OH
2800,70984986.60475717,JetSurF1.0,H + HO2 <=> OH + OH
2900,71114879.8420135,JetSurF1.0,H + HO2 <=> OH + OH
3000,71236327.96846327,JetSurF1.0,H + HO2 <=> OH + OH
300,37796010.635093294,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
400,42862970.71565748,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
500,46223630.24873105,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
600,48609211.070161305,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
700,50388211.70486921,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
800,51765060.390769795,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
900,52861900.857456766,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
1000,53756083.08489068,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
1100,54498925.60940067,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
1200,55125796.495490246,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
1300,55661854.30283069,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
1400,56125479.44509342,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
1500,56530410.41817164,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
1600,56887120.821758635,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
1700,57203734.0640775,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
1800,57486647.093083866,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
1900,57740965.627898194,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
2000,57970814.12344514,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
2100,58179560.58234928,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
2200,58369982.297387175,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
2300,58544389.863959916,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
2400,58704721.22165362,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
2500,58852613.845031574,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
2600,58989460.78407366,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
2700,59116454.61673072,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
2800,59234622.24906529,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
2900,59344852.711291976,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
3000,59447919.54057281,ERC-FoundationFuelv0.9,H + HO2 <=> OH + OH
300,35597752.67442404,FFCM1(-),H + HO2 <=> OH + OH
400,40370012.72854809,FFCM1(-),H + HO2 <=> OH + OH
500,43535212.57030655,FFCM1(-),H + HO2 <=> OH + OH
600,45782045.36136505,FFCM1(-),H + HO2 <=> OH + OH
700,47457577.34312335,FFCM1(-),H + HO2 <=> OH + OH
800,48754346.9801095,FFCM1(-),H + HO2 <=> OH + OH
900,49787393.98693222,FFCM1(-),H + HO2 <=> OH + OH
1000,50629569.58280062,FFCM1(-),H + HO2 <=> OH + OH
1100,51329207.56096857,FFCM1(-),H + HO2 <=> OH + OH
1200,51919618.940022804,FFCM1(-),H + HO2 <=> OH + OH
1300,52424499.029859096,FFCM1(-),H + HO2 <=> OH + OH
1400,52861159.218873575,FFCM1(-),H + HO2 <=> OH + OH
1500,53242538.9567782,FFCM1(-),H + HO2 <=> OH + OH
1600,53578502.68707448,FFCM1(-),H + HO2 <=> OH + OH
1700,53876701.35154013,FFCM1(-),H + HO2 <=> OH + OH
1800,54143159.844532244,FFCM1(-),H + HO2 <=> OH + OH
1900,54382686.930876024,FFCM1(-),H + HO2 <=> OH + OH
2000,54599167.18261645,FFCM1(-),H + HO2 <=> OH + OH
2100,54795772.71560441,FFCM1(-),H + HO2 <=> OH + OH
2200,54975119.29218371,FFCM1(-),H + HO2 <=> OH + OH
2300,55139383.12096039,FFCM1(-),H + HO2 <=> OH + OH
2400,55290389.42880167,FFCM1(-),H + HO2 <=> OH + OH
2500,55429680.4529314,FFCM1(-),H + HO2 <=> OH + OH
2600,55558568.22199528,FFCM1(-),H + HO2 <=> OH + OH
2700,55678175.95228589,FFCM1(-),H + HO2 <=> OH + OH
2800,55789470.82386852,FFCM1(-),H + HO2 <=> OH + OH
2900,55893290.15997299,FFCM1(-),H + HO2 <=> OH + OH
3000,55990362.50798079,FFCM1(-),H + HO2 <=> OH + OH
