Temperature (K),Rate Coefficient (m^3/(mol*s)),Library,Reaction
1200,1948.871087100205,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
1300,4092.580390139599,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
1400,7730.022156393125,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
1500,13413.428209061834,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
1600,21725.959135646248,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
1700,33248.9722306514,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
1800,48533.79375396374,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
1900,68079.92925771084,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
2000,92320.14242017681,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
2100,121611.87684274433,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
2200,156234.0026703593,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
2300,196387.705358918,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
2400,242200.3710189482,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
2500,293731.4652651356,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
2600,350979.58593513945,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
2700,413890.05575109186,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
2800,482362.5886275107,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
2900,556258.7043153424,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
3000,635408.6787987407,Dooley/methylformate_all_ARHEbathgas,CO + HO2 <=> CO2 + OH
