equation,id,f_value,operating_condition,if,low_impact,inactive
HO2 + O <=> O2 + OH,14,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.03362515569055419,True,True
HO2 + OH <=> H2O + O2,15,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.18048579800073924,True,True
2 O + M <=> O2 + M,16,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.10721335248532834,True,True
2 OH <=> H2O + O,17,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.3779747426066687,True,True
H2O2 (+M) <=> 2 OH (+M),18,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.19200183824851366,True,True
OH* <=> OH,19,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.21699747590847765,True,True
AR + OH* <=> AR + OH,20,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.18796314772486272,True,True
O2 + OH* <=> O2 + OH,21,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.509823042605042,True,True
H2O + OH* <=> H2O + OH,22,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.07985043174013959,True,True
H2 + OH* <=> H2 + OH,23,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.12156175984668395,True,True
N2 + OH* <=> N2 + OH,24,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.37698184544824453,True,True
OH + OH* <=> 2 OH,25,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.24190099077746818,True,True
H + OH* <=> H + OH,26,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.05559201584508654,True,True
CO + O (+M) <=> CO2 (+M),27,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.2201446432459222,True,True
CO + O2 <=> CO2 + O,29,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.052484608596403755,True,True
CO + HO2 <=> CO2 + OH,30,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.00020960500702890523,True,True
C + OH <=> CO + H,31,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.38328457456074977,True,True
C + O2 <=> CO + O,32,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.15975318038519656,True,True
HCO + M <=> CO + H + M,33,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.010025068665499216,True,True
HCO + O2 <=> CO + HO2,34,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.07178178822300119,True,True
H + HCO <=> CO + H2,35,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.45160608742074027,True,True
HCO + O <=> CO2 + H,36,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.2736918076396481,True,True
HCO + O <=> CO + OH,37,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.20242085348479286,True,True
HCO + HO2 => CO2 + H + OH,39,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.26874999992922827,True,True
2 HCO => 2 CO + H2,40,0.3,"Pandas(T5=1076.0, T5_units='K', P5=202650.0, P5_units='Pa', composition='H2:0.2958, O2:0.1479, N2:0.5563', phi=1.0, tau=4.85e-05, tau_units='s', ignition_type='d/dt max', ignition_target='OH;', ignition_amount='', ignition_units='', filename='x10000005.xml')",0.14447235976430883,True,True
2 H + M <=> H2 + M,0,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.29279009764880604,True,True
H + O + M <=> OH + M,1,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.15920195909336754,True,True
H + OH (+M) <=> H2O (+M),4,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.16389492732829566,True,True
H + H2O2 <=> H2 + HO2,7,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.18801567941542768,True,True
H + H2O2 <=> H2O + OH,8,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.22641717781084847,True,True
H2O2 + O <=> HO2 + OH,9,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.03093838153415222,True,True
H2O2 + OH <=> H2O + HO2,10,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.071205722023194,True,True
H + HO2 <=> H2 + O2,11,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.02252308400421996,True,True
H + HO2 <=> 2 OH,12,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.024416958638788816,True,True
2 HO2 <=> H2O2 + O2,13,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.15183326301217046,True,True
HO2 + O <=> O2 + OH,14,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.011089466982469029,True,True
HO2 + OH <=> H2O + O2,15,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.05839006491333474,True,True
2 O + M <=> O2 + M,16,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.06046836678578084,True,True
2 OH <=> H2O + O,17,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.1110838307657499,True,True
H2O2 (+M) <=> 2 OH (+M),18,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.06715132778228833,True,True
OH* <=> OH,19,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.10168396418019404,True,True
AR + OH* <=> AR + OH,20,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.10629907835289827,True,True
O2 + OH* <=> O2 + OH,21,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.20806831091956268,True,True
H2O + OH* <=> H2O + OH,22,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.16379411988368758,True,True
H2 + OH* <=> H2 + OH,23,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.2074838201461968,True,True
N2 + OH* <=> N2 + OH,24,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.07564150113569164,True,True
OH + OH* <=> 2 OH,25,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.10121356915765663,True,True
H + OH* <=> H + OH,26,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.11705642791705503,True,True
CO + O (+M) <=> CO2 (+M),27,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.2570335159659244,True,True
CO + O2 <=> CO2 + O,29,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.12020512013536458,True,True
CO + HO2 <=> CO2 + OH,30,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.03253690099712192,True,True
C + OH <=> CO + H,31,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.193206709880691,True,True
C + O2 <=> CO + O,32,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.1381505472327479,True,True
HCO + M <=> CO + H + M,33,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.04762130502797688,True,True
HCO + O2 <=> CO + HO2,34,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.03091650628201313,True,True
H + HCO <=> CO + H2,35,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.22296786219253276,True,True
HCO + O <=> CO2 + H,36,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.10712141105903408,True,True
HCO + O <=> CO + OH,37,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.06272963198902565,True,True
HCO + HO2 => CO2 + H + OH,39,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.3206389701108306,True,True
2 HCO => 2 CO + H2,40,0.3,"Pandas(T5=1199.0, T5_units='K', P5=94000.0, P5_units='Pa', composition='H2:0.1254, O2:0.0157, Ar:0.8589', phi=3.9936305732484083, tau=0.000414, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001017.xml')",0.19214117401066713,True,True
2 H + M <=> H2 + M,0,0.3,"Pandas(T5=1211.0, T5_units='K', P5=1636000.0, P5_units='Pa', composition='H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112', phi=1.0, tau=3.9999999999999996e-05, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001030.xml')",0.41834062950142936,True,True
H + O + M <=> OH + M,1,0.3,"Pandas(T5=1211.0, T5_units='K', P5=1636000.0, P5_units='Pa', composition='H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112', phi=1.0, tau=3.9999999999999996e-05, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001030.xml')",0.19557239873236995,True,True
H + OH (+M) <=> H2O (+M),4,0.3,"Pandas(T5=1211.0, T5_units='K', P5=1636000.0, P5_units='Pa', composition='H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112', phi=1.0, tau=3.9999999999999996e-05, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001030.xml')",0.036983497087337905,True,True
H + H2O2 <=> H2 + HO2,7,0.3,"Pandas(T5=1211.0, T5_units='K', P5=1636000.0, P5_units='Pa', composition='H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112', phi=1.0, tau=3.9999999999999996e-05, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001030.xml')",0.5143669217491664,True,True
H + H2O2 <=> H2O + OH,8,0.3,"Pandas(T5=1211.0, T5_units='K', P5=1636000.0, P5_units='Pa', composition='H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112', phi=1.0, tau=3.9999999999999996e-05, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001030.xml')",0.16426105286106604,True,True
H2O2 + O <=> HO2 + OH,9,0.3,"Pandas(T5=1211.0, T5_units='K', P5=1636000.0, P5_units='Pa', composition='H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112', phi=1.0, tau=3.9999999999999996e-05, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001030.xml')",0.04332516595383463,True,True
H2O2 + OH <=> H2O + HO2,10,0.3,"Pandas(T5=1211.0, T5_units='K', P5=1636000.0, P5_units='Pa', composition='H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112', phi=1.0, tau=3.9999999999999996e-05, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001030.xml')",0.010266021776262431,True,True
H + HO2 <=> H2 + O2,11,0.3,"Pandas(T5=1211.0, T5_units='K', P5=1636000.0, P5_units='Pa', composition='H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112', phi=1.0, tau=3.9999999999999996e-05, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001030.xml')",0.20819282853393586,True,True
H + HO2 <=> 2 OH,12,0.3,"Pandas(T5=1211.0, T5_units='K', P5=1636000.0, P5_units='Pa', composition='H2:0.0296, CO:0.0296, O2:0.0296, Ar:0.9112', phi=1.0, tau=3.9999999999999996e-05, tau_units='s', ignition_type='max', ignition_target='OHEX;', ignition_amount='', ignition_units='', filename='x10001030.xml')",0.3199609975489908,True,True
